Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Tid;Prøvetagningsnummer;Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Prøvebemærkninger;Pprøvtagnings Breddegrad;Prøvetagnings Længdegrad;Provetagnings X_UTM;Proevetagnings Y_UTM;Artsrække;Artsnavn;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askefri tørvægt (g);Kontrol;Kvalitet;Kvalitetsnote
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"4";"1";"39,1";"Haps";"143";"";"56,6503333333333";"7,02791666666667";"379088";"6280202";"Annelida";"Magelona alleni";"4";"0,4165";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"4";"1";"39,1";"Haps";"143";"";"56,6503333333333";"7,02791666666667";"379088";"6280202";"Arthropoda";"Harpinia pectinata";"2";"0,0029";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"4";"1";"39,1";"Haps";"143";"";"56,6503333333333";"7,02791666666667";"379088";"6280202";"Mollusca";"Kurtiella bidentata";"9";"0,0218";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Annelida";"Owenia fusiformis";"1";"0,0092";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Arthropoda";"Bathyporeia sarsi";"2";"0,0026";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Mollusca";"Abra alba";"1";"0,5833";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Mollusca";"Phaxas pellucidus";"1";"0,0071";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Cnidaria";"Edwardsia sp.";"1";"0,0026";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Annelida";"Galathowenia oculata";"28";"0,051";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Phoronida";"Phoronis sp.";"52";"1,6802";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Echinodermata";"Amphiura filiformis";"37";"1,2361";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Annelida";"Pholoe baltica";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Annelida";"Ophiodromus flexuosus";"1";"0,0042";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Annelida";"Magelona alleni";"1";"0,0724";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"5";"1";"39";"Haps";"143";"";"56,65055";"7,03386666666667";"379454";"6280216";"Mollusca";"Kurtiella bidentata";"11";"0,0255";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Annelida";"Magelona mirabilis";"1";"0,001";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Phoronida";"Phoronis sp.";"16";"0,4463";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Echinodermata";"Amphiura filiformis";"6";"0,1338";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Mollusca";"Gari fervensis";"1";"2,6445";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Annelida";"Magelona alleni";"1";"0,0293";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Hemichordata";"Enteropneusta indet.";"1";"0,066";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"6";"1";"38,6";"Haps";"143";"";"56,6504666666667";"7,03945";"379796";"6280197";"Mollusca";"Kurtiella bidentata";"6";"0,0108";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Annelida";"Phyllodoce groenlandica";"1";"0,0019";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Annelida";"Nephtys sp.";"0";"0,0043";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Echinodermata";"Ophiura sp.";"1";"0,001";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Annelida";"Goniada maculata";"2";"0,0436";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Mollusca";"Phaxas pellucidus";"1";"0,0069";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Cnidaria";"Edwardsia sp.";"3";"0,0199";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Annelida";"Galathowenia oculata";"9";"0,0171";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Phoronida";"Phoronis sp.";"41";"0,8885";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Cnidaria";"Hydrozoa indet.";"1";"0,001";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Echinodermata";"Amphiura filiformis";"9";"0,1175";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Arthropoda";"Ampelisca tenuicornis";"1";"0,0027";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Mollusca";"Dosinia lupinus";"1";"0,0011";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Mollusca";"Kurtiella bidentata";"1";"0,0018";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Arthropoda";"Ebalia tumefacta";"1";"0,0061";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"7";"1";"38,8";"Haps";"143";"";"56,6477166666667";"7,03965";"379799";"6279890";"Mollusca";"Euspira nitida";"1";"0,0072";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Annelida";"Nephtys hombergii";"1";"0,0503";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Annelida";"Magelona mirabilis";"1";"0,0076";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Arthropoda";"Bathyporeia elegans";"1";"0,0017";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Cnidaria";"Edwardsia sp.";"1";"0,0053";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Annelida";"Galathowenia oculata";"3";"0,0067";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Phoronida";"Phoronis sp.";"67";"2,4267";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Cnidaria";"Hydrozoa indet.";"1";"0,0005";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Echinodermata";"Amphiura filiformis";"10";"0,3256";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Mollusca";"Nucula nitidosa";"1";"0,0151";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Annelida";"Pectinaria auricoma";"3";"0,018";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Mollusca";"Dosinia lupinus";"1";"0,0015";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Chordata";"PISCES";"1";"0,0094";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"8";"1";"38,5";"Haps";"143";"";"56,6479";"7,0337";"379435";"6279921";"Mollusca";"Kurtiella bidentata";"6";"0,0158";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Nemertini";"Nemertini indet.";"1";"0,137";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Annelida";"Goniada maculata";"2";"0,0148";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Annelida";"Diplocirrus glaucus";"1";"0,0138";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Cnidaria";"Edwardsia sp.";"3";"0,0091";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Annelida";"Galathowenia oculata";"11";"0,0133";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Phoronida";"Phoronis sp.";"40";"1,3124";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Cnidaria";"Hydrozoa indet.";"5";"0,0174";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Echinodermata";"Amphiura filiformis";"16";"0,4402";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Annelida";"Pholoe baltica";"2";"0,0032";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Arthropoda";"Harpinia pectinata";"2";"0,0051";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"9";"1";"38,5";"Haps";"143";"";"56,6477666666667";"7,02756666666667";"379059";"6279917";"Mollusca";"Kurtiella bidentata";"4";"0,0123";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Annelida";"Nephtys hombergii";"2";"1,6767";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Annelida";"Galathowenia oculata";"6";"0,0094";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Mollusca";"Cylichna cylindracea";"1";"0,0025";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Phoronida";"Phoronis sp.";"2";"0,0197";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Mollusca";"Abra nitida";"1";"0,0709";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Echinodermata";"Amphiura filiformis";"35";"0,3294";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Annelida";"Pholoe baltica";"1";"0,0021";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"10";"1";"38,7";"Haps";"143";"";"56,6477666666667";"7,0218";"378705";"6279927";"Mollusca";"Kurtiella bidentata";"8";"0,0147";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Annelida";"Nephtys hombergii";"1";"0,0217";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Echinodermata";"Echinocardium cordatum";"1";"7,8616";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Annelida";"Diplocirrus glaucus";"1";"0,0214";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Mollusca";"Cylichna cylindracea";"1";"0,003";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Phoronida";"Phoronis sp.";"14";"0,0867";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Echinodermata";"Amphiura filiformis";"32";"0,6613";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Annelida";"Pholoe baltica";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Mollusca";"Thyasira flexuosa";"1";"0,0338";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Mollusca";"Acteon tornatilis";"1";"0,0067";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Annelida";"Magelona alleni";"2";"0,1901";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Mollusca";"Kurtiella bidentata";"13";"0,0485";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"11";"1";"38,6";"Haps";"143";"";"56,6478166666667";"7,01573333333333";"378333";"6279944";"Mollusca";"Euspira nitida";"1";"0,008";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Nemertini";"Nemertini indet.";"1";"0,0019";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Arthropoda";"Bathyporeia elegans";"1";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Cnidaria";"Edwardsia sp.";"2";"0,0058";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Annelida";"Galathowenia oculata";"5";"0,0088";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Phoronida";"Phoronis sp.";"7";"0,0885";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Echinodermata";"Amphiura filiformis";"20";"0,526";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Annelida";"Pholoe baltica";"5";"0,0052";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Echinodermata";"Astropecten irregularis";"1";"6,0373";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Annelida";"Magelona alleni";"2";"0,1188";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Annelida";"Poecilochaetus serpens";"1";"0,0052";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"12";"1";"38,8";"Haps";"143";"";"56,6478166666667";"7,00953333333333";"377953";"6279955";"Mollusca";"Kurtiella bidentata";"5";"0,0115";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Echinodermata";"Ophiura albida";"1";"0,0005";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Arthropoda";"Bathyporeia elegans";"1";"0,0023";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Cnidaria";"Edwardsia sp.";"1";"0,0022";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Annelida";"Galathowenia oculata";"15";"0,016";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Phoronida";"Phoronis sp.";"4";"0,1018";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Echinodermata";"Amphiura filiformis";"32";"0,8925";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Mollusca";"Nucula nitidosa";"1";"0,0039";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Annelida";"Pholoe baltica";"1";"0,0007";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Arthropoda";"Harpinia pectinata";"1";"0,0014";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"13";"1";"38,7";"Haps";"143";"";"56,6449166666667";"7,00998333333333";"377971";"6279631";"Mollusca";"Kurtiella bidentata";"4";"0,0087";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Annelida";"Nephtys hombergii";"1";"0,017";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Nemertini";"Nemertini indet.";"1";"0,0052";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Cnidaria";"Edwardsia sp.";"2";"0,0141";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Annelida";"Galathowenia oculata";"29";"0,0251";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Mollusca";"Tellimya ferruginosa";"3";"0,0583";"";"";"C, Faglig kontrol";"Godkendt";""
"Nordsøen";"91000078";"DMU1025";"20230421";"1200";"14";"1";"38,5";"Haps";"143";"";"56,6450166666667";"7,0159";"378335";"6279632";"Mollusca";"Cylichna cylindracea";"1";"0,0051";"";"";"C, Faglig kontrol";"Godkendt";""
